,Word,Senses,Glosa,PoS,SynsetPoS
33473,advance,2,advance an argument,v,eng-30-00875806-v
33474,proposition,1,She was propositioned by a stranger at the party,v,eng-30-00875951-v
33475,consult,4,The professor consults for industry,v,eng-30-00876442-v
33476,confer,1,We conferred about a plan of action,v,eng-30-00876665-v
33477,consult,2,You should consult the dictionary,v,eng-30-00877083-v
33478,refer,5,refer to your notes,v,eng-30-00877083-v
33479,research,1,The student researched the history of that word,v,eng-30-00877327-v
33480,consult,1,Consult your local broker,v,eng-30-00877559-v
33481,confer_with,1,They had to consult before arriving at a decision,v,eng-30-00877559-v
33482,submit,2,I submit to you that the accused is guilty,v,eng-30-00878136-v
33483,submit,6,The government bowed to the military pressure,v,eng-30-00878348-v
33484,submit,1,The lawyers submitted the material to the court,v,eng-30-00878636-v
33485,give,38,give one's opinion,v,eng-30-00878876-v
33486,return,16,submit a bill to a legislative body,v,eng-30-00879028-v
33487,propose,5,he popped the question on Sunday night,v,eng-30-00879764-v
33488,declare_oneself,1,she proposed marriage to the man she had known for only two months,v,eng-30-00879764-v
33489,offer,12,The old bachelor finally declared himself to the young woman,v,eng-30-00879764-v
33490,volunteer,1,He volunteered the information,v,eng-30-00880102-v
33491,stroke,4,You have to stroke the boss,v,eng-30-00880658-v
33492,eulogize,1,The dead woman was eulogized at the funeral,v,eng-30-00880780-v
33493,fawn,2,He is always kowtowing to his boss,v,eng-30-00880978-v
33494,curry_favor,1,This employee is currying favor with his superordinates,v,eng-30-00881329-v
33495,compliment,1,He complimented her on her last physics paper,v,eng-30-00881661-v
33496,rave,3,She raved about that new restaurant,v,eng-30-00882220-v
33497,commend,5,Remember me to your wife,v,eng-30-00882523-v
33498,remember,5,remember me in your prayers,v,eng-30-00882802-v
33499,commend,3,I commend my children to you,v,eng-30-00883112-v
33500,promise,2,I promise you my best effort,v,eng-30-00884317-v
33501,pledge,1,I pledge that I will honor my wife,v,eng-30-00884540-v
33502,swear_off,1,I have sworn off cigarettes altogether,v,eng-30-00884814-v
33503,pledge,5,I was pledged to silence,v,eng-30-00884946-v
33504,oblige,2,He's held by a contract,v,eng-30-00885217-v
33505,bind,6,I'll hold you by your promise,v,eng-30-00885217-v
33506,indenture,1,an indentured servant,v,eng-30-00885569-v
33507,tie_down,2,He was tied down by his work,v,eng-30-00885768-v
33508,oblige,3,We had to oblige him,v,eng-30-00885925-v
33509,pledge,4,I pledge my honor,v,eng-30-00886281-v
33510,collateralize,1,The loan was collateralized by government bonds,v,eng-30-00886457-v
33511,vow,1,He vowed never to drink alcohol again,v,eng-30-00886759-v
33512,dedicate,3,She dedicated her book to her parents,v,eng-30-00887142-v
33513,give,18,She committed herself to the work of God,v,eng-30-00887463-v
33514,dedicate,1,give one's talents to a good cause,v,eng-30-00887463-v
33515,consecrate,2,consecrate your life to the church,v,eng-30-00887463-v
33516,give,37,He gave her his word,v,eng-30-00888009-v
33517,rededicate,1,They were asked to rededicate themselves to their country,v,eng-30-00888150-v
33518,profess,6,she professed herself as a nun,v,eng-30-00888326-v
33519,take_the_veil,1,The young woman took the veil after her fiance died,v,eng-30-00888519-v
33520,sign,3,He signed to play the casino on Dec. 18,v,eng-30-00889229-v
33521,undertake,3,guarantee to free the prisoners,v,eng-30-00889555-v
33522,underwrite,1,The opera tour was subvented by a bank,v,eng-30-00889740-v
33523,guarantee,1,I vouch for the quality of my products,v,eng-30-00890100-v
33524,guarantee,2,This nest egg will ensure a nice retirement for us,v,eng-30-00890590-v
33525,ensure,1,Preparation will guarantee success!,v,eng-30-00890590-v
33526,doom,3,This decision will doom me to lose my position,v,eng-30-00890855-v
33527,make,41,A good review by this critic will make your play!,v,eng-30-00891038-v
33528,cover,14,The insurance won't cover this,v,eng-30-00891216-v
33529,guarantee,4,The dealer warrants all the cars he sells,v,eng-30-00891936-v
33530,warrant,2,I warrant this information,v,eng-30-00891936-v
33531,acknowledge,4,We must acknowledge the kindness she showed towards us,v,eng-30-00892467-v
33532,acknowledge,2,The program committee acknowledged the submission of the authors of the paper,v,eng-30-00892698-v
33533,apologize,1,I apologized for being late,v,eng-30-00892923-v
33534,apologise,2,He apologized for the many typoes,v,eng-30-00892923-v
33535,excuse,6,excuse someone's behavior,v,eng-30-00893167-v
33536,condone,1,She condoned her husband's occasional infidelities,v,eng-30-00893167-v
33537,excuse,3,Your need to sleep late does not excuse your late arrival at work,v,eng-30-00893435-v
33538,explain,3,Her recent divorce may explain her reluctance to date again,v,eng-30-00893435-v
33539,excuse,2,Please excuse me from this class,v,eng-30-00893878-v
33540,plead,2,She was pleading insanity,v,eng-30-00894365-v
33541,apologize,2,rationalize the child's seemingly crazy behavior,v,eng-30-00894738-v
33542,apologise,1,he rationalized his lack of success,v,eng-30-00894738-v
33543,defend,1,She supported the motion to strike,v,eng-30-00895304-v
33544,stand_up,5,He stood up for his friend,v,eng-30-00895641-v
33545,stick_up,2,She stuck up for the teacher who was accused of harassing the student,v,eng-30-00895641-v
33546,cover_for,1,I won't lie and cover for you,v,eng-30-00895855-v
33547,justify,2,vindicate a claim,v,eng-30-00896141-v
33548,uphold,3,The appellate court upheld the verdict,v,eng-30-00896497-v
33549,justify,1,The emergency does not warrant all of us buying guns,v,eng-30-00896803-v
33550,warrant,1,The end justifies the means,v,eng-30-00896803-v
33551,address,1,He addressed the crowd outside the window,v,eng-30-00897564-v
33552,ask,5,Ask your teacher about trigonometry,v,eng-30-00897746-v
33553,nod,2,The teacher nodded when the student gave the right answer,v,eng-30-00898210-v
33554,nod,1,He nodded his approval,v,eng-30-00898434-v
33555,bow,1,He bowed before the King,v,eng-30-00898691-v
33556,bow_down,2,She bowed her head in shame,v,eng-30-00898691-v
33557,take_a_bow,1,They finally took a bow for what they did,v,eng-30-00899204-v
33558,curtsy,2,She curtsied when she shook the Queen's hand,v,eng-30-00899352-v
33559,salute,2,I meet this men every day on my way to work and he salutes me,v,eng-30-00899597-v
33560,salute,6,"When the officers show up, the soldiers have to salute",v,eng-30-00899956-v
33561,hail,3,hail a cab,v,eng-30-00900499-v
33562,dismiss,5,I was dismissed after I gave my report,v,eng-30-00900728-v
33563,introduce,1,permit me to acquaint you with my son,v,eng-30-00901103-v
33564,present,9,introduce the new neighbors to the community,v,eng-30-00901103-v
33565,reintroduce,1,"We haven't met in a long time, so let me reintroduce myself",v,eng-30-00901464-v
33566,precede,5,She always precedes her lectures with a joke,v,eng-30-00901799-v
33567,preface,1,He prefaced his lecture with a critical remark about the institution,v,eng-30-00901799-v
33568,absolve,2,I absolve you from this responsibility,v,eng-30-00902424-v
33569,wash_one's_hands,1,I wash my hands of this,v,eng-30-00902654-v
33570,wish,6,wish you a nice evening,v,eng-30-00902932-v
33571,bid,2,bid farewell,v,eng-30-00902932-v
33572,wish,3,I wish that Christmas were over,v,eng-30-00903212-v
33573,forgive,1,I forgave him his infidelity,v,eng-30-00903385-v
33574,shrive,1,The priest absolved him and told him to say ten Hail Mary's,v,eng-30-00903711-v
33575,remit,5,God will remit their sins,v,eng-30-00903947-v
33576,acquit,1,The suspect was cleared of the murder charges,v,eng-30-00904046-v
33577,vindicate,3,You must vindicate yourself and fight this libel,v,eng-30-00904494-v
33578,vindicate,2,vindicate the rights of the citizens,v,eng-30-00904690-v
33579,get_off,4,"The lawyer got him off, even though there was no doubt in everybody's mind that he killed his wife",v,eng-30-00905059-v
33580,pardon,2,Ford pardoned Nixon,v,eng-30-00905399-v
33581,excuse,1,Please excuse my dirty hands,v,eng-30-00905852-v
33582,extenuate,1,The circumstances extenuate the crime,v,eng-30-00906037-v
33583,convict,1,The man was convicted of fraud and sentenced,v,eng-30-00906367-v
33584,sentence,1,He was condemned to ten years in prison,v,eng-30-00906735-v
33585,complain,1,My mother complains all day,v,eng-30-00907147-v
33586,kick,8,She has a lot to kick about,v,eng-30-00907147-v
33587,deter,1,We should discourage this practice among our youth,v,eng-30-00908099-v
33588,foster,3,nurture his talents,v,eng-30-00908351-v
33589,patronize,4,We patronize this store,v,eng-30-00908621-v
33590,patronise,4,Our sponsor kept our art studio going for as long as he could,v,eng-30-00908621-v
33591,murmur,2,she grumbles when she feels overworked,v,eng-30-00909219-v
33592,grouch,1,He scolded about anything that he thought was wrong,v,eng-30-00909573-v
33593,grumble,1,We grumbled about the increased work load,v,eng-30-00909573-v
33594,coo,1,The mother who held her baby was cooing softly,v,eng-30-00910000-v
33595,declaim,2,he declaimed against the wasteful ways of modern society,v,eng-30-00910364-v
33596,raise_hell,1,She raised hell when she found out that she wold not be hired again,v,eng-30-00910654-v
33597,gripe,1,What was he hollering about?,v,eng-30-00910973-v
33598,deplore,2,I deplore this hostile action,v,eng-30-00911350-v
33599,lament,2,we lamented the loss of benefits,v,eng-30-00911350-v
33600,regret,4,I regret to say that you did not gain admission to Harvard,v,eng-30-00911562-v
33601,regret,3,I regret I can't come to the party,v,eng-30-00911761-v
33602,repudiate,3,repudiate a debt,v,eng-30-00911917-v
33603,exclaim,1,`I won!' he exclaimed,v,eng-30-00912048-v
33604,cry,3,`Help!' she cried,v,eng-30-00912048-v
33605,cry_out,1,"`I'm here,' the mother shouted when she saw her child looking lost",v,eng-30-00912048-v
33606,shout,1,My grandmother is hard of hearing--you'll have to shout,v,eng-30-00912473-v
33607,yell,2,You don't have to yell--I can hear you just fine,v,eng-30-00912833-v
33608,shout,2,she cried with pain when the doctor inserted the needle,v,eng-30-00913065-v
33609,shout_out,1,I yelled to her from the window but she couldn't hear me,v,eng-30-00913065-v
33610,whoop,1,The children whooped when they were led to the picnic table,v,eng-30-00914215-v
33611,interject,1,She interjected clever remarks,v,eng-30-00914769-v
33612,clamor,2,The delegates clamored their disappointment,v,eng-30-00915041-v
33613,vociferate,1,They vociferated their demands,v,eng-30-00915265-v
33614,holler,1,He hollered out to surrender our weapons,v,eng-30-00915423-v
33615,thunder,2,"`Get out of here,' he roared",v,eng-30-00915605-v
33616,speak_up,2,The audience asked the lecturer to please speak up,v,eng-30-00916123-v
33617,snap,1,The sales clerk snapped a reply at the angry customer,v,eng-30-00916274-v
33618,snarl,1,The guard snarled at us,v,eng-30-00916274-v
33619,snarl,2,Bullets snarled past us,v,eng-30-00916520-v
33620,guess,2,I am guessing that the price of real estate will rise again,v,eng-30-00916909-v
33621,venture,2,I cannot pretend to say that you are wrong,v,eng-30-00916909-v
33622,suppose,1,Let us say that he did not tell the truth,v,eng-30-00917300-v
33623,say,3,Let's say you had a lot of money--what would you do?,v,eng-30-00917300-v
33624,predict,1,Call the outcome of an election,v,eng-30-00917772-v
33625,bet,1,I bet she will be there!,v,eng-30-00918580-v
33626,determine,1,find the product of two numbers,v,eng-30-00918872-v
33627,find,4,The physicist who found the elusive particle won the Nobel Prize,v,eng-30-00918872-v
33628,gauge,3,gauge the wine barrels,v,eng-30-00919424-v
33629,rectify,1,rectify a curve,v,eng-30-00919829-v
33630,redetermine,1,the physicists redetermined Planck's constant,v,eng-30-00919960-v
33631,sequence,2,They sequenced the human genome,v,eng-30-00920125-v
33632,determine,8,I want to see whether she speaks French,v,eng-30-00920336-v
33633,check,21,See whether it works,v,eng-30-00920336-v
33634,find_out,3,find out if he speaks Russian,v,eng-30-00920336-v
33635,see,9,Check whether the train leaves on time,v,eng-30-00920336-v
33636,suspect,1,I suspect he is a fugitive,v,eng-30-00921072-v
33637,surmise,2,I surmised that the butler did it,v,eng-30-00921072-v
33638,bespeak,1,These symptoms indicate a serious illness,v,eng-30-00921300-v
33639,betoken,1,Her behavior points to a severe neurosis,v,eng-30-00921300-v
33640,indicate,1,The economic indicators signal that the euro is undervalued,v,eng-30-00921300-v
33641,mark,2,This sign marks the border,v,eng-30-00921738-v
33642,blaze,5,blaze a trail,v,eng-30-00922025-v
33643,dimension,1,These techniques permit us to dimension the human heart,v,eng-30-00922142-v
33644,read,8,The thermometer showed thirteen degrees below zero,v,eng-30-00922867-v
33645,register,5,The gauge read `empty',v,eng-30-00922867-v
33646,say,11,The clock says noon,v,eng-30-00923197-v
33647,show,10,The diary shows his distress that evening,v,eng-30-00923307-v
33648,strike,5,The clock struck midnight,v,eng-30-00923622-v
33649,indicate,2,I showed the customer the glove section,v,eng-30-00923793-v
33650,point,1,He pointed to the empty parking space,v,eng-30-00923793-v
33651,designate,3,he indicated his opponents,v,eng-30-00923793-v
33652,point,12,the dog pointed the dead duck,v,eng-30-00924255-v
33653,suspect,3,The U.S. suspected Bin Laden as the mastermind behind the terrorist attacks,v,eng-30-00924873-v
33654,wonder,2,I wonder whether this was the right thing to do,v,eng-30-00925110-v
33655,question,5,she wondered whether it would snow tonight,v,eng-30-00925110-v
33656,wonder,3,We marvelled at the child's linguistic abilities,v,eng-30-00925490-v
33657,explicate,2,Could you develop the ideas in your thesis,v,eng-30-00925873-v
33658,mature,2,I need to mature my thoughts,v,eng-30-00926156-v
33659,speculate,2,We were speculating whether the President had to resign after the scandal,v,eng-30-00927049-v
33660,intimate,1,I insinuated that I did not like his wife,v,eng-30-00927711-v
33661,clue_in,1,Can you clue me in?,v,eng-30-00927900-v
33662,indicate,3,indicated his wishes in a letter,v,eng-30-00928015-v
33663,indicate,5,Tetracycline is indicated in such cases,v,eng-30-00928232-v
33664,convey,1,She conveyed the message to me,v,eng-30-00928630-v
33665,say,7,What does this painting say?,v,eng-30-00928959-v
33666,sign,7,"I don't know how to sign, so I could not communicate with my deaf cousin",v,eng-30-00929160-v
33667,look,7,She looked her devotion to me,v,eng-30-00929362-v
33668,flash,4,The latest intelligence is flashed to all command posts,v,eng-30-00929509-v
33669,breathe,6,She breathes the Christian spirit,v,eng-30-00929703-v
33670,burst_out,1,We burst out laughing,v,eng-30-00930009-v
33671,rip_out,1,ripped out a vicious oath,v,eng-30-00930194-v
33672,suggest,5,this remark evoked sadness,v,eng-30-00930368-v
33673,suggest,3,The evidence suggests a need for more clarification,v,eng-30-00930806-v
33674,make_out,9,Your remarks make me out to be stupid,v,eng-30-00931085-v
33675,connote,2,solving the problem is predicated on understanding it well,v,eng-30-00931232-v
33676,denote,2,`multi-' denotes `many',v,eng-30-00931467-v
33677,mean,3,`maison' means `house' in French,v,eng-30-00931852-v
33678,intend,4,An example sentence would show what this word means,v,eng-30-00931852-v
33679,denote,1,Her smile denoted that she agreed,v,eng-30-00932161-v
33680,signify,2,These words mean nothing to me!,v,eng-30-00932324-v
33681,spell,2,I'm afraid this spells trouble!,v,eng-30-00932636-v
33682,twist,9,Don't twist my words,v,eng-30-00932798-v
33683,speak_in_tongues,1,The parishioners spoke in tongues,v,eng-30-00933239-v
33684,voice,1,He voiced his concern,v,eng-30-00933403-v
33685,tone_down,2,Tone down that aggressive letter,v,eng-30-00933566-v
33686,moderate,5,The author finally tamed some of his potentially offensive statements,v,eng-30-00933566-v
33687,unwrap,2,The auction house would not disclose the price at which the van Gogh had sold,v,eng-30-00933821-v
33688,disclose,1,The actress won't reveal how old she is,v,eng-30-00933821-v
33689,let_on,1,bring out the truth,v,eng-30-00933821-v
33690,bring_out,9,he broke the news to her,v,eng-30-00933821-v
33691,reveal,2,unwrap the evidence in the murder case,v,eng-30-00933821-v
33692,muckrake,1,This reporter was well-known for his muckraking,v,eng-30-00934744-v
33693,blow,18,The story blew their cover,v,eng-30-00934965-v
33694,out,3,The truth will out,v,eng-30-00935141-v
33695,out,2,The gay actor was outed last week,v,eng-30-00935264-v
33696,come_out_of_the_closet,1,This actor outed last year,v,eng-30-00935456-v
33697,unmask,1,The journal article unmasked the corrupt politician,v,eng-30-00935631-v
33698,spring,5,He sprang these news on me just as I was leaving,v,eng-30-00935827-v
33699,break,46,News of her death broke in the morning,v,eng-30-00935987-v
33700,leak,2,The news leaked out despite his secrecy,v,eng-30-00936169-v
33701,betray,1,Her smile betrayed her true feelings,v,eng-30-00936330-v
33702,leak,1,The news were leaked to the paper,v,eng-30-00937023-v
33703,spill_the_beans,1,Be careful--his secretary talks,v,eng-30-00937208-v
33704,keep_quiet,1,Don't tell him any secrets--he cannot keep his mouth shut!,v,eng-30-00937619-v
33705,spell,1,How do you spell this word? We had to spell out our names for the police officer,v,eng-30-00937879-v
33706,moralize,1,moralize a story,v,eng-30-00938621-v
33707,explain,1,He explained the laws of physics to his students,v,eng-30-00939277-v
33708,account_for,2,Can you account for all these absences?,v,eng-30-00939621-v
33709,clarify,1,clarify the mystery surrounding her death,v,eng-30-00939857-v
33710,express,2,She expressed her anger,v,eng-30-00940384-v
33711,verbalize,3,He uttered a curse,v,eng-30-00940384-v
33712,swallow,4,She swallowed the last words of her speech,v,eng-30-00941037-v
33713,raise,3,raise a shout,v,eng-30-00941166-v
33714,breathe,5,not breathe a word,v,eng-30-00941346-v
33715,drop,6,drop a hint; drop names,v,eng-30-00941446-v
33716,pour_out,1,The woman poured out her frustrations as the judge listened,v,eng-30-00941565-v
33717,get_off,11,He got off the best line I've heard in a long time,v,eng-30-00941855-v
33718,talk,2,She talks a lot of nonsense,v,eng-30-00941990-v
33719,speak,1,This depressed patient does not verbalize,v,eng-30-00941990-v
33720,verbalize,1,This lawyer verbalizes and is rather tedious,v,eng-30-00943281-v
33721,whiff,5,whiff out a prayer,v,eng-30-00943436-v
33722,talk_of,1,They spoke of many things,v,eng-30-00943563-v
33723,express,1,She showed her disappointment,v,eng-30-00943837-v
33724,give,36,This student gives promise of real creativity,v,eng-30-00944247-v
33725,exude,2,She exudes great confidence,v,eng-30-00944415-v
33726,vent,1,She vented her anger,v,eng-30-00944548-v
33727,ventilate,4,The graduates gave vent to cheers,v,eng-30-00944548-v
33728,gather,4,I gather you have not done your homework,v,eng-30-00945125-v
33729,recite,2,she recited a poem,v,eng-30-00945255-v
33730,say,10,Say grace,v,eng-30-00945499-v
33731,rattle_down,1,He could recite the names of all the chemical elements,v,eng-30-00945648-v
33732,list,1,List the states west of the Mississippi,v,eng-30-00945853-v
33733,enumerate,1,She enumerated the many obstacles she had encountered,v,eng-30-00946105-v
33734,recite,5,The doctor recited the list of possible side effects of the drug,v,eng-30-00946105-v
33735,itemize,2,itemize one's tax deductions,v,eng-30-00946588-v
33736,number,3,We must number the names of the great mathematicians,v,eng-30-00946755-v
33737,specify,2,fix the variables,v,eng-30-00947077-v
33738,set,3,specify the parameters,v,eng-30-00947077-v
33739,name,5,name your accomplices!,v,eng-30-00947439-v
33740,reset,1,They re-set the date on the clock,v,eng-30-00947591-v
33741,count,4,The toddler could count to 100,v,eng-30-00947857-v
33742,count,1,Can you count the books on your shelf?,v,eng-30-00948071-v
33743,number,5,Count your change,v,eng-30-00948071-v
33744,census,1,They censused the deer in the forest,v,eng-30-00948707-v
33745,number,2,You should number the pages of the thesis,v,eng-30-00948853-v
33746,total,2,Add all the people in this town to those of the neighboring town,v,eng-30-00949288-v
33747,consider,4,You must consider her age,v,eng-30-00950431-v
33748,count,3,The judge considered the offender's youth and was lenient,v,eng-30-00950431-v
33749,raise,20,raise your `o',v,eng-30-00950782-v
33750,nasalize,2,She nasalizes all her vowels,v,eng-30-00951206-v
33751,nasalize,1,"In this part of the country, people tend to nasalize",v,eng-30-00951399-v
33752,mispronounce,1,She mispronounces many Latinate words,v,eng-30-00951601-v
33753,platitudinize,1,The candidate platitudinized and bored the audience,v,eng-30-00951769-v
33754,tell,2,Tell them that you will be late,v,eng-30-00952524-v
33755,spill,5,"If you don't oblige me, I'll talk!",v,eng-30-00952841-v
33756,talk,4,The former employee spilled all the details,v,eng-30-00952841-v
33757,relate,3,The witness related the events,v,eng-30-00953058-v
33758,tell,3,Tell what happened,v,eng-30-00953216-v
33759,narrate,2,The father told a story to his child,v,eng-30-00953216-v
33760,spin,7,The President's spokesmen had to spin the story to make it less embarrassing,v,eng-30-00953700-v
33761,crack,10,crack a joke,v,eng-30-00953923-v
33762,tell,7,he was telling on all his former colleague,v,eng-30-00954422-v
33763,publicize,1,She aired her opinions on welfare,v,eng-30-00954608-v
33764,mean,1,You never understand what I mean!,v,eng-30-00955148-v
33765,intend,3,what do his words intend?,v,eng-30-00955148-v
33766,aim,6,She wanted to aim a pun,v,eng-30-00955472-v
33767,elaborate,1,She elaborated on the main ideas in her dissertation,v,eng-30-00955601-v
33768,qualify,6,You can characterize his behavior as that of an egotist,v,eng-30-00956687-v
33769,characterize,1,This poem can be characterized as a lament for a dead lover,v,eng-30-00956687-v
33770,disambiguate,1,Can you disambiguate this statement?,v,eng-30-00957178-v
33771,define,2,Define `sadness',v,eng-30-00957378-v
33772,repeat,4,followers echoing the cries of their leaders,v,eng-30-00957679-v
33773,parrot,1,The students parroted the teacher's words,v,eng-30-00958174-v
33774,repeat,1,She kept reiterating her request,v,eng-30-00958334-v
33775,perseverate,1,The subjects in this study perseverated,v,eng-30-00958823-v
33776,ditto,1,The next speaker dittoed her argument,v,eng-30-00959027-v
33777,regurgitate,3,"For the exam, you must be able to regurgitate the information",v,eng-30-00959178-v
33778,harp,1,Don't dwell on the past,v,eng-30-00959367-v
33779,dwell,5,She is always harping on the same old things,v,eng-30-00959367-v
33780,hark_back,1,This harks back to a previous remark of his,v,eng-30-00959524-v
33781,translate,1,I have to translate when my in-laws from Austria visit the U.S.,v,eng-30-00959827-v
33782,interpret,5,Can you interpret the speech of the visiting dignitaries?,v,eng-30-00959827-v
33783,render,12,She rendered the French poem into English,v,eng-30-00959827-v
33784,synchronize,3,synchronize this film,v,eng-30-00960734-v
33785,phrase,2,phrase a musical passage,v,eng-30-00961114-v
33786,gloss,2,He annotated on what his teacher had written,v,eng-30-00961329-v
33787,translate,9,Can you translate the instructions in this manual for a layman?,v,eng-30-00961947-v
33788,lexicalize,1,The concept expressed by German `Gemuetlichkeit' is not lexicalized in English,v,eng-30-00962190-v
33789,talk,1,We often talk business,v,eng-30-00962447-v
33790,speak,2,Actions talk louder than words,v,eng-30-00962447-v
33791,talk_down,2,He talks down to her,v,eng-30-00963015-v
33792,speak,3,the baby talks already,v,eng-30-00963570-v
33793,talk,3,the prisoner won't speak,v,eng-30-00963570-v
33794,smatter,3,She smatters Russian,v,eng-30-00963961-v
33795,level,5,I have to level with you,v,eng-30-00964237-v
33796,report,1,Discreet Italian police described it in a manner typically continental,v,eng-30-00965035-v
33797,report,4,One student reported the other to the principal,v,eng-30-00965390-v
33798,report,6,I reported her to the supervisor,v,eng-30-00965542-v
33799,report,3,I report to work every day at 9 o'clock,v,eng-30-00965687-v
33800,announce,2,The President declared war,v,eng-30-00965871-v
33801,report,2,Dozens of incidents of wife beatings are reported daily in this city,v,eng-30-00966809-v
33802,report,5,Snow reported on China in the 1950's,v,eng-30-00967098-v
33803,cover,8,The cub reporter covered New York City,v,eng-30-00967098-v
33804,cover,13,The second officer covered the top floor,v,eng-30-00967455-v
33805,publish,2,publish a magazine or newspaper,v,eng-30-00967625-v
33806,edit,2,The same family has been editing the influential newspaper for almost 100 years,v,eng-30-00968038-v
33807,circulate,2,spread information,v,eng-30-00968211-v
33808,circularize,4,circulate a rumor,v,eng-30-00968211-v
33809,circularise,3,broadcast the news,v,eng-30-00968211-v
33810,sow,2,sow suspicion or beliefs,v,eng-30-00969370-v
33811,telecast,1,The Royal wedding was televised,v,eng-30-00969506-v
33812,go_around,2,the rumor spread,v,eng-30-00969873-v
33813,spread,6,the story went around in the office,v,eng-30-00969873-v
33814,bandy_about,1,bandy about an idea,v,eng-30-00970107-v
33815,popularize,1,They popularized coffee in Washington State,v,eng-30-00970215-v
33816,popularise,1,Relativity Theory was vulgarized by these authors,v,eng-30-00970215-v
33817,call,2,He called me a bastard,v,eng-30-00971015-v
33818,misname,1,These misnamed philanthropists,v,eng-30-00971324-v
33819,tout,1,This product was touted as a revolutionary invention,v,eng-30-00971460-v
33820,pronounce,2,They labeled him unfit to work here,v,eng-30-00971650-v
33821,rule,4,find someone guilty,v,eng-30-00971999-v
33822,qualify,2,She was qualified to run the marathon,v,eng-30-00972191-v
33823,disqualify,2,She was disqualified for the Olympics because she was a professional athlete,v,eng-30-00972608-v
33824,air,3,We cannot air this X-rated song,v,eng-30-00973056-v
33825,air,2,This show will air Saturdays at 2 P.M.,v,eng-30-00973728-v
33826,announce,1,She denoted her feelings clearly,v,eng-30-00974367-v
33827,cry,4,"before we had newspapers, a town crier would cry the news",v,eng-30-00974786-v
33828,blazon_out,1,He cried his merchandise in the market square,v,eng-30-00974786-v
33829,call,10,bluejays called to one another,v,eng-30-00975036-v
33830,announce,3,He announced the winners of the spelling bee,v,eng-30-00975427-v
33831,advertise,1,Please don't advertise the fact that he has AIDS,v,eng-30-00975902-v
33832,advertise,2,The salesman is aggressively pushing the new computer model,v,eng-30-00976653-v
33833,advertize,1,The company is heavily advertizing their new laptops,v,eng-30-00976653-v
33834,bill,2,He was billed as the greatest tenor since Caruso,v,eng-30-00977153-v
33835,proclaim,2,"`I am not a Communist,' he exclaimed",v,eng-30-00977336-v
33836,exclaim,2,The King will proclaim an amnesty,v,eng-30-00977336-v
33837,declare,8,His wife declared at once for moving to the West Coast,v,eng-30-00977689-v
33838,trumpet,1,Liberals like to trumpet their opposition to the death penalty,v,eng-30-00977871-v
33839,proclaim,1,He was proclaimed King,v,eng-30-00978173-v
33840,pronounce,1,She pronounces French words in a funny way,v,eng-30-00978549-v
33841,articulate,3,I cannot say `zip wire',v,eng-30-00978549-v
33842,enounce,1,Can the child sound out this complicated word?,v,eng-30-00978549-v
33843,retroflex,2,Indian accents can be characterized by the fact that speakers retroflex their consonants,v,eng-30-00979411-v
33844,subvocalize,1,she was reading to herself and merely subvocalized,v,eng-30-00979667-v
33845,say,8,She said `Hello' to everyone in the office,v,eng-30-00979870-v
33846,syllabize,2,The poet syllabized the verses he read,v,eng-30-00979988-v
33847,drawl,1,drawl one's vowels,v,eng-30-00980176-v
33848,give_voice,1,He formulated his concerns to the board of trustees,v,eng-30-00980453-v
33849,frame,4,I wouldn't put it that way,v,eng-30-00981276-v
33850,redact,1,She cast her request in very polite language,v,eng-30-00981276-v
33851,bumble,3,The speaker faltered when he saw his opponent enter the room,v,eng-30-00981544-v
33852,blurt_out,1,He blurted out the secret,v,eng-30-00981944-v
33853,blurt,1,He blundered his stupid ideas,v,eng-30-00981944-v
33854,conjugate,2,conjugate the verb,v,eng-30-00983123-v
33855,stress,2,"In Farsi, you accent the last syllable of each word",v,eng-30-00983333-v
33856,vocalize,3,"between two consonants, this liquid is vowelized",v,eng-30-00983635-v
33857,utter,2,She let out a big heavy sigh,v,eng-30-00983824-v
33858,emit,3,He uttered strange sounds that nobody could understand,v,eng-30-00983824-v
33859,shoot,17,She shot back an answer,v,eng-30-00985219-v
33860,gurgle,4,"`Help,' the stabbing victim gurgled",v,eng-30-00985334-v
33861,cry,6,The cat was crying,v,eng-30-00985464-v
33862,nasale,1,"`Come here,' he nasaled",v,eng-30-00985593-v
33863,bite_out,1,She bit out a curse,v,eng-30-00985706-v
33864,lift,5,He lifted a war whoop,v,eng-30-00986074-v
33865,volley,5,volley a string of curses,v,eng-30-00986311-v
33866,break_into,1,break into a yodel,v,eng-30-00986417-v
33867,heave,1,She heaved a deep sigh when she saw the list of things to do,v,eng-30-00986586-v
33868,chorus,1,"`yes,' the children chorused",v,eng-30-00986750-v
33869,describe,1,He drew an elaborate plan of attack,v,eng-30-00987071-v
33870,represent,12,He represented this book as an example of the Russian 19th century novel,v,eng-30-00987345-v
33871,symbolize,2,The poet symbolizes love in this poem,v,eng-30-00987597-v
33872,symbolise,1,These painters believed that artists should symbolize,v,eng-30-00987597-v
33873,represent,5,The flower represents a young girl,v,eng-30-00988028-v
33874,dramatize,2,These events dramatize the lack of social responsibility among today's youth,v,eng-30-00988287-v
33875,overdramatize,1,She is overdramatizing her child's failure in the physics class,v,eng-30-00988692-v
33876,portray,1,The book portrays the actor as a selfish person,v,eng-30-00988890-v
33877,address,2,The chairman addressed the board of trustees,v,eng-30-00989201-v
